TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,code,mass,masscomm
4268,species,ivogul,Pagophila eburnea,Ivory Gull,Ivory Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,3,630,NA
4269,species,sabgul,Xema sabini,Sabine's Gull,Sabine's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,180,NA
4276,species,bongul,Chroicocephalus philadelphia,Bonaparte's Gull,Bonaparte's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,190,NA
4284,species,grhgul,Chroicocephalus cirrocephalus,Gray-hooded Gull,Grey-headed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,5,NA,NA
4288,species,bkhgul,Chroicocephalus ridibundus,Black-headed Gull,Black-headed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,3,270,NA
4291,species,litgul,Hydrocoloeus minutus,Little Gull,Little Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,3,120,NA
4292,species,rosgul,Rhodostethia rosea,Ross's Gull,Ross's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,3,180,NA
4295,species,laugul,Leucophaeus atricilla,Laughing Gull,Laughing Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,320,NA
4299,species,fragul,Leucophaeus pipixcan,Franklin's Gull,Franklin's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,280,NA
4307,species,belgul,Larus belcheri,Belcher's Gull,Belcher's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,5,NA,NA
4309,species,bktgul,Larus crassirostris,Black-tailed Gull,Black-tailed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,4,530,NA
4313,species,heegul,Larus heermanni,Heermann's Gull,Heermann's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,500,NA
4314,species,mewgul,Larus canus,Mew Gull,Mew Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,420,NA
4319,species,ribgul,Larus delawarensis,Ring-billed Gull,Ring-billed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,520,NA
4320,species,wesgul,Larus occidentalis,Western Gull,Western Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,1000,NA
4324,species,yefgul,Larus livens,Yellow-footed Gull,Yellow-footed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,1260,NA
4325,species,calgul,Larus californicus,California Gull,California Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,610,NA
4328,species,hergul,Larus argentatus,Herring Gull,American Herring/European Herring/Vega Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,1150,NA
4341,species,yelgul1,Larus michahellis,Yellow-legged Gull,Yellow-legged Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,4,1125,NA
4349,species,thagul,Larus thayeri,Thayer's Gull,Thayer's Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,1000,NA
4351,species,icegul,Larus glaucoides,Iceland Gull,Iceland Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,820,NA
4355,species,lbbgul,Larus fuscus,Lesser Black-backed Gull,Lesser Black-backed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,800,NA
4360,species,slbgul,Larus schistisagus,Slaty-backed Gull,Slaty-backed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,3,1350,NA
4363,species,glwgul,Larus glaucescens,Glaucous-winged Gull,Glaucous-winged Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,1000,NA
4365,species,glagul,Larus hyperboreus,Glaucous Gull,Glaucous Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,1400,NA
4369.9,spuh,whwgul1,Larus sp. (white-winged gull sp.),white-winged gull sp.,white-winged gull sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,1000,Using GWGU mass
4371,species,gbbgul,Larus marinus,Great Black-backed Gull,Great Black-backed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,1650,NA
4372,species,kelgul,Larus dominicanus,Kelp Gull,Kelp Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,4,1035,NA
4378,spuh,larus1,Larus sp.,Larus sp.,Larus sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,1150,Using HERG mass
4379,spuh,larus,Larinae sp.,gull sp.,gull sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,520,Using RBGU mass
4380,species,brnnod,Anous stolidus,Brown Noddy,Brown Noddy,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,200,NA
4386,species,blknod,Anous minutus,Black Noddy,Black Noddy,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,3,110,NA
4414,species,sooter1,Onychoprion fuscatus,Sooty Tern,Sooty Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,180,NA
4424,species,briter1,Onychoprion anaethetus,Bridled Tern,Bridled Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,100,NA
4432,species,aleter1,Onychoprion aleuticus,Aleutian Tern,Aleutian Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,110,NA
4440,species,leater1,Sternula antillarum,Least Tern,Least Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,42,NA
4453,species,labter1,Phaetusa simplex,Large-billed Tern,Large-billed Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,5,NA,NA
4456,species,gubter1,Gelochelidon nilotica,Gull-billed Tern,Gull-billed Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,170,NA
4463,species,caster1,Hydroprogne caspia,Caspian Tern,Caspian Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,660,NA
4465,species,blkter,Chlidonias niger,Black Tern,Black Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,62,NA
4468,species,whwter,Chlidonias leucopterus,White-winged Tern,White-winged Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,4,63,NA
4469,species,whiter2,Chlidonias hybrida,Whiskered Tern,Whiskered Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,5,NA,NA
4478,spuh,chlido1,Chlidonias sp.,Chlidonias sp.,Chlidonias sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,63,Using WWTE mass
4479,species,roster,Sterna dougallii,Roseate Tern,Roseate Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,110,NA
4492,species,comter,Sterna hirundo,Common Tern,Common Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,120,NA
4497,species,arcter,Sterna paradisaea,Arctic Tern,Arctic Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,110,NA
4508,species,forter,Sterna forsteri,Forster's Tern,Forster's Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,160,NA
4514,spuh,sterna,Sterna sp.,Sterna sp.,Sterna sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,120,Using COTE mass
4515,species,royter1,Thalasseus maximus,Royal Tern,Royal Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,470,NA
4525,species,santer1,Thalasseus sandvicensis,Sandwich Tern,Sandwich/Cabot's Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,210,NA
4530,species,eleter1,Thalasseus elegans,Elegant Tern,Elegant Tern,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,260,NA
4537,spuh,larter1,Hydroprogne/Thalasseus sp.,large tern sp.,large tern sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,470,using ROYT mass
4538,spuh,tern1,Sterninae sp.,tern sp.,tern sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,160,Using FOTE mass
4539,species,blkski,Rynchops niger,Black Skimmer,Black Skimmer,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,300,NA
4544.5,spuh,y00728,Laridae sp.,gull/tern sp.,gull/tern sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,NA,190,Using BOGU mass
4672,spuh,sandgr1,Pterocles sp.,sandgrouse sp.,sandgrouse sp.,Pterocliformes,Pteroclidae (Sandgrouse),NA,NA,NA,NA,NA
4673,species,rocpig,Columba livia,Rock Pigeon,Rock Dove,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,NA,1,270,NA
4752,spuh,columb1,Columba sp.,Columba sp.,Columba sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,270,Using ROPI mass
4760,species,scnpig1,Patagioenas squamosa,Scaly-naped Pigeon,Scaly-naped Pigeon,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,5,NA,NA
4768,species,whcpig2,Patagioenas leucocephala,White-crowned Pigeon,White-crowned Pigeon,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,2,290,NA
4769,species,rebpig1,Patagioenas flavirostris,Red-billed Pigeon,Red-billed Pigeon,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,2,315,NA
4778,species,batpig1,Patagioenas fasciata,Band-tailed Pigeon,Band-tailed Pigeon,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,1,360,NA
4809,spuh,patagi1,Patagioenas sp.,Patagioenas sp.,Patagioenas sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,315,Using RBPI mass
4809.5,species,paspig,Ectopistes migratorius,Passenger Pigeon,Passenger Pigeon,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,6,NA,NA
4811,species,eutdov,Streptopelia turtur,European Turtle-Dove,European Turtle Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,5,150,NA
4818,species,ortdov,Streptopelia orientalis,Oriental Turtle-Dove,Oriental Turtle Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,4,220,NA
4828,species,eucdov,Streptopelia decaocto,Eurasian Collared-Dove,Eurasian Collared Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,1,200,NA
4860,species,spodov,Streptopelia chinensis,Spotted Dove,Spotted Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,2,170,NA
4870,spuh,strept1,Streptopelia sp.,Streptopelia sp.,Streptopelia sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,200,Using EUCD mass
4913.2,spuh,macrop1,Macropygia sp.,Macropygia sp.,Macropygia sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,NA,NA
4936.5,spuh,turtur1,Turtur sp.,Turtur sp.,Turtur sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,NA,NA
4990.015,species,incdov,Columbina inca,Inca Dove,Inca Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,1,47,NA
4990.02,species,cogdov,Columbina passerina,Common Ground-Dove,Common Ground Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,1,30,NA
4990.14,species,rugdov,Columbina talpacoti,Ruddy Ground-Dove,Ruddy Ground Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,3,40,NA
4990.21,spuh,y00320,Columbina sp.,ground-dove/Inca Dove,ground dove/Inca Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,40,Using RUGD mass
4990.335,species,ruqdov,Geotrygon montana,Ruddy Quail-Dove,Ruddy Quail-Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,5,NA,NA
4990.375,species,kwqdov,Geotrygon chrysia,Key West Quail-Dove,Key West Quail-Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,4,170,NA
4990.39,species,whtdov,Leptotila verreauxi,White-tipped Dove,White-tipped Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,2,150,NA
4990.615,spuh,leptot1,Leptotila sp.,Leptotila sp.,Leptotila sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,150,Using WTDO mass
4990.69,spuh,geotry1,Geotrygon/Leptotrygon/Zentrygon sp.,quail-dove sp.,quail-dove sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,150,Using WTDO mass
4992,species,whwdov,Zenaida asiatica,White-winged Dove,White-winged Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,1,150,NA
4996,species,zendov,Zenaida aurita,Zenaida Dove,Zenaida Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,5,150,NA
5015,species,moudov,Zenaida macroura,Mourning Dove,Mourning Dove,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,1,120,NA
5241.2,spuh,brown-1,Phapitreron sp.,brown-dove sp.,brown dove sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,150,Using WWDO mass
5325,spuh,treron1,Treron sp.,Treron sp.,Treron sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,NA,NA
5476,spuh,fruit-1,Ptilinopus sp.,fruit-dove sp.,fruit dove sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,NA,NA
5583,spuh,imperi1,Ducula sp.,imperial-pigeon sp.,imperial pigeon sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,NA,NA
5596,spuh,dove1,Columbidae sp.,pigeon/dove sp.,pigeon/dove sp.,Columbiformes,Columbidae (Pigeons and Doves),NA,NA,NA,200,Using EUCD mass
6575.5,spuh,taurac1,Tauraco sp.,Tauraco sp.,Tauraco sp.,Cuculiformes,Musophagidae (Turacos),NA,NA,NA,NA,NA
6592.5,spuh,turaco1,Musophagidae sp.,turaco sp.,turaco sp.,Cuculiformes,Musophagidae (Turacos),NA,NA,NA,NA,NA
6616.5,spuh,hawk-c1,Hierococcyx sp.,hawk-cuckoo sp.,hawk-cuckoo sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,NA,NA
6624,species,comcuc,Cuculus canorus,Common Cuckoo,Common Cuckoo,Cuculiformes,Cuculidae (Cuckoos),NA,NA,3,120,NA
6631,species,oricuc2,Cuculus optatus,Oriental Cuckoo,Oriental Cuckoo,Cuculiformes,Cuculidae (Cuckoos),NA,NA,4,NA,NA
6636,spuh,cuculu1,Cuculus sp.,Cuculus sp.,Cuculus sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,120,Using COCU mass
6674,spuh,cacoma1,Cacomantis sp.,Cacomantis sp.,Cacomantis sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,NA,NA
6686.2,spuh,bronze1,Chrysococcyx sp. (bronze-cuckoo sp.),bronze-cuckoo sp.,bronze cuckoo sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,NA,NA
6710.4,spuh,chryso1,Chrysococcyx sp.,Chrysococcyx sp.,Chrysococcyx sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,NA,NA
6804.5,spuh,coua1,Coua sp.,Coua sp.,Coua sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,NA,NA
6879.5,spuh,coucal1,Centropus sp.,coucal sp.,coucal sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,NA,NA
6907,species,yebcuc,Coccyzus americanus,Yellow-billed Cuckoo,Yellow-billed Cuckoo,Cuculiformes,Cuculidae (Cuckoos),NA,NA,1,65,NA
6909,species,mancuc,Coccyzus minor,Mangrove Cuckoo,Mangrove Cuckoo,Cuculiformes,Cuculidae (Cuckoos),NA,NA,2,65,NA
6911,species,bkbcuc,Coccyzus erythropthalmus,Black-billed Cuckoo,Black-billed Cuckoo,Cuculiformes,Cuculidae (Cuckoos),NA,NA,1,52,NA
6925,spuh,coccyz1,Coccyzus sp.,Coccyzus sp.,Coccyzus sp.,Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,65,Using YBCU mass
6936,species,greroa,Geococcyx californianus,Greater Roadrunner,Greater Roadrunner,Cuculiformes,Cuculidae (Cuckoos),NA,NA,1,380,NA
6950,species,smbani,Crotophaga ani,Smooth-billed Ani,Smooth-billed Ani,Cuculiformes,Cuculidae (Cuckoos),NA,NA,3,105,NA
6951,species,grbani,Crotophaga sulcirostris,Groove-billed Ani,Groove-billed Ani,Cuculiformes,Cuculidae (Cuckoos),NA,NA,2,85,NA
6952.2,spuh,cuckoo3,Cuculidae sp.,cuckoo sp. (Cuculidae sp.),cuckoo sp. (Cuculidae sp.),Cuculiformes,Cuculidae (Cuckoos),NA,NA,NA,65,Using YBCU mass
6982,species,brnowl,Tyto alba,Barn Owl,Eastern/Western Barn Owl,Strigiformes,Tytonidae (Barn-Owls),NA,NA,1,460,NA
7138,species,orsowl,Otus sunia,Oriental Scops-Owl,Oriental Scops Owl,Strigiformes,Strigidae (Owls),NA,NA,5,NA,NA
7149.2,spuh,otus1,Otus sp.,scops-owl sp.,Otus sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,NA,NA
7149.5,species,flaowl,Psiloscops flammeolus,Flammulated Owl,Flammulated Owl,Strigiformes,Strigidae (Owls),NA,NA,2,60,NA
7150,species,wesowl1,Megascops kennicottii,Western Screech-Owl,Western Screech Owl,Strigiformes,Strigidae (Owls),NA,NA,1,150,NA
7160,species,easowl1,Megascops asio,Eastern Screech-Owl,Eastern Screech Owl,Strigiformes,Strigidae (Owls),NA,NA,1,180,NA
7173,species,whsowl1,Megascops trichopsis,Whiskered Screech-Owl,Whiskered Screech Owl,Strigiformes,Strigidae (Owls),NA,NA,2,90,NA
7230,spuh,screec1,Megascops sp.,screech-owl sp.,screech owl sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,150,Using WESO mass
7253.5,spuh,pulsat1,Pulsatrix sp.,Pulsatrix sp.,Pulsatrix sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,NA,NA
7254,species,grhowl,Bubo virginianus,Great Horned Owl,Great/Lesser Horned Owl,Strigiformes,Strigidae (Owls),NA,NA,1,1400,NA
7314,species,snoowl1,Bubo scandiacus,Snowy Owl,Snowy Owl,Strigiformes,Strigidae (Owls),NA,NA,2,1830,NA
7314.2,spuh,bubo1,Bubo sp.,Bubo sp.,Bubo sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,1400,Using GHOW mass
7334,species,nohowl,Surnia ulula,Northern Hawk Owl,Northern Hawk-Owl,Strigiformes,Strigidae (Owls),NA,NA,2,320,NA
7349,species,nopowl,Glaucidium gnoma,Northern Pygmy-Owl,Northern/Mountain/Guatemalan/Baja Pygmy Owl,Strigiformes,Strigidae (Owls),NA,NA,2,70,NA
7375,species,fepowl,Glaucidium brasilianum,Ferruginous Pygmy-Owl,Ferruginous Pygmy Owl,Strigiformes,Strigidae (Owls),NA,NA,3,70,NA
7422,spuh,glauci1,Glaucidium sp.,Glaucidium sp.,Glaucidium sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,70,Using NOPO mass
7424,species,elfowl,Micrathene whitneyi,Elf Owl,Elf Owl,Strigiformes,Strigidae (Owls),NA,NA,2,40,NA
7429,species,burowl,Athene cunicularia,Burrowing Owl,Burrowing Owl,Strigiformes,Strigidae (Owls),NA,NA,1,155,NA
7472,species,motowl,Ciccaba virgata,Mottled Owl,Mottled Owl,Strigiformes,Strigidae (Owls),NA,NA,5,NA,NA
7484.5,spuh,ciccab1,Ciccaba sp.,Ciccaba sp.,Ciccaba sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,NA,NA
7521,species,spoowl,Strix occidentalis,Spotted Owl,Spotted Owl,Strigiformes,Strigidae (Owls),NA,NA,2,610,NA
7526,species,brdowl,Strix varia,Barred Owl,Northern/Mexican Barred Owl,Strigiformes,Strigidae (Owls),NA,NA,1,720,NA
7547,species,grgowl,Strix nebulosa,Great Gray Owl,Great Grey Owl,Strigiformes,Strigidae (Owls),NA,NA,2,1080,NA
7555,species,loeowl,Asio otus,Long-eared Owl,Long-eared Owl,Strigiformes,Strigidae (Owls),NA,NA,2,260,NA
7564,species,styowl1,Asio stygius,Stygian Owl,Stygian Owl,Strigiformes,Strigidae (Owls),NA,NA,5,NA,NA
7571,species,sheowl,Asio flammeus,Short-eared Owl,Short-eared Owl,Strigiformes,Strigidae (Owls),NA,NA,1,350,NA
7587.5,spuh,asio1,Asio sp.,Asio sp.,Asio sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,260,Using LEOW mass
7595,species,borowl,Aegolius funereus,Boreal Owl,Boreal Owl,Strigiformes,Strigidae (Owls),NA,NA,2,135,NA
7602,species,nswowl,Aegolius acadicus,Northern Saw-whet Owl,Northern Saw-whet Owl,Strigiformes,Strigidae (Owls),NA,NA,2,80,NA
7643,species,brnhao1,Ninox scutulata,Brown Boobook,Brown Hawk-Owl,Strigiformes,Strigidae (Owls),NA,NA,5,NA,NA
7692.5,spuh,booboo1,Ninox sp.,boobook sp.,Ninox sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,NA,NA
7695,spuh,owl1,Strigiformes sp.,owl sp.,owl sp.,Strigiformes,Strigidae (Owls),NA,NA,NA,460,Using BANO mass
7717.2,spuh,owlet-1,Aegotheles sp.,owlet-nightjar sp.,owlet-nightjar sp.,Caprimulgiformes,Aegothelidae (Owlet-nightjars),NA,NA,NA,NA,NA
7746.2,spuh,batrac1,Batrachostomus sp.,Batrachostomus sp.,Batrachostomus sp.,Caprimulgiformes,Podargidae (Frogmouths),NA,NA,NA,NA,NA
7746.4,spuh,frogmo1,Podargidae sp.,frogmouth sp.,frogmouth sp.,Caprimulgiformes,Podargidae (Frogmouths),NA,NA,NA,NA,NA
7767,species,lesnig,Chordeiles acutipennis,Lesser Nighthawk,Lesser Nighthawk,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,1,50,NA
7775,species,comnig,Chordeiles minor,Common Nighthawk,Common Nighthawk,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,1,62,NA
7784,species,antnig,Chordeiles gundlachii,Antillean Nighthawk,Antillean Nighthawk,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,2,50,NA
7787,spuh,nighth1,Chordeiles sp.,nighthawk sp.,nighthawk sp.,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,NA,62,Using CONI mass
7813,species,compau,Nyctidromus albicollis,Common Pauraque,Pauraque,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,2,52,NA
7850,spuh,hydrop1,Hydropsalis sp.,Hydropsalis sp.,Hydropsalis sp.,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,NA,52,Using COPA mass
7862,species,compoo,Phalaenoptilus nuttallii,Common Poorwill,Common Poorwill,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,1,50,NA
7867.5,species,chwwid,Antrostomus carolinensis,Chuck-will's-widow,Chuck-will's-widow,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,1,120,NA
7909,species,bucnig,Antrostomus ridgwayi,Buff-collared Nightjar,Buff-collared Nightjar,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,3,48,NA
7912,species,whip-p1,Antrostomus vociferus,Eastern Whip-poor-will,Eastern Whip-poor-will,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,1,54,NA
7913,species,souwpw1,Antrostomus arizonae,Mexican Whip-poor-will,Mexican Whip-poor-will,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,1,54,NA
7921,spuh,antros1,Antrostomus sp.,Antrostomus sp.,Antrostomus sp.,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,NA,54,Using EWPW mass
7929,species,grynig2,Caprimulgus indicus,Jungle Nightjar,Jungle Nightjar,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,5,NA,NA
8023,spuh,caprim1,Caprimulgus sp.,Caprimulgus sp.,Caprimulgus sp.,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,NA,NA,NA
8024,spuh,nightj1,Caprimulgidae sp.,nightjar sp.,nightjar sp.,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),NA,NA,NA,54,Using EWPW mass
8041.2,spuh,potoo1,Nyctibius sp.,potoo sp.,potoo sp.,Caprimulgiformes,Nyctibiidae (Potoos),NA,NA,NA,NA,NA
8043,species,blkswi,Cypseloides niger,Black Swift,American Black Swift,Apodiformes,Apodidae (Swifts),Swifts,NA,2,45,NA
8054,spuh,cypsel1,Cypseloides sp.,Cypseloides sp.,Cypseloides sp.,Apodiformes,Apodidae (Swifts),NA,NA,NA,45,Using BLSW mass
