TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,code,mass,masscomm
10857.5,spuh,newpic1,Picumnus sp.,new world piculet sp.,new world piculet sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
10870,species,lewwoo,Melanerpes lewis,Lewis's Woodpecker,Lewis's Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,115,NA
10873,species,rehwoo,Melanerpes erythrocephalus,Red-headed Woodpecker,Red-headed Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,72,NA
10874,species,acowoo,Melanerpes formicivorus,Acorn Woodpecker,Acorn Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,80,NA
10904,species,gilwoo,Melanerpes uropygialis,Gila Woodpecker,Gila Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,66,NA
10909,species,gofwoo,Melanerpes aurifrons,Golden-fronted Woodpecker,Golden-fronted/Velasquez's Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,82,NA
10925,species,rebwoo,Melanerpes carolinus,Red-bellied Woodpecker,Red-bellied Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,63,NA
10932,spuh,melane1,Melanerpes sp.,Melanerpes sp.,Melanerpes sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,63,Using RBWO mass
10933,species,wilsap,Sphyrapicus thyroideus,Williamson's Sapsucker,Williamson's Sapsucker,Piciformes,Picidae (Woodpeckers),NA,NA,1,50,NA
10936,species,yebsap,Sphyrapicus varius,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,Piciformes,Picidae (Woodpeckers),NA,NA,1,50,NA
10938,species,rensap,Sphyrapicus nuchalis,Red-naped Sapsucker,Red-naped Sapsucker,Piciformes,Picidae (Woodpeckers),NA,NA,1,50,NA
10941,species,rebsap,Sphyrapicus ruber,Red-breasted Sapsucker,Red-breasted Sapsucker,Piciformes,Picidae (Woodpeckers),NA,NA,1,50,NA
10944,spuh,sapsuc,Sphyrapicus sp.,sapsucker sp.,sapsucker sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,50,Using RNSA mass
11115,species,grswoo,Dendrocopos major,Great Spotted Woodpecker,Great Spotted Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,4,NA,NA
11136,spuh,dendro1,Dendrocopos sp.,Dendrocopos sp.,Dendrocopos sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11137,species,labwoo,Picoides scalaris,Ladder-backed Woodpecker,Ladder-backed Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,30,NA
11147,species,nutwoo,Picoides nuttallii,Nuttall's Woodpecker,Nuttall's Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,38,NA
11148,species,dowwoo,Picoides pubescens,Downy Woodpecker,Downy Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,27,NA
11164,species,haiwoo,Picoides villosus,Hairy Woodpecker,Hairy Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,66,NA
11180,species,ariwoo,Picoides arizonae,Arizona Woodpecker,Arizona Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,2,47,NA
11184,species,recwoo,Picoides borealis,Red-cockaded Woodpecker,Red-cockaded Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,2,44,NA
11185,species,whhwoo,Picoides albolarvatus,White-headed Woodpecker,White-headed Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,61,NA
11194,species,attwoo1,Picoides dorsalis,American Three-toed Woodpecker,American Three-toed Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,2,65,NA
11198,species,bkbwoo,Picoides arcticus,Black-backed Woodpecker,Black-backed Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,2,70,NA
11200,spuh,picoid,Picoides sp.,Picoides sp.,Picoides sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,66,Using HAWO mass
11244.2,spuh,venili1,Veniliornis sp.,Veniliornis sp.,Veniliornis sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11263.2,spuh,piculu1,Piculus sp.,Piculus sp.,Piculus sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11308,species,norfli,Colaptes auratus,Northern Flicker,Northern Flicker,Piciformes,Picidae (Woodpeckers),NA,NA,1,130,NA
11321,species,gilfli,Colaptes chrysoides,Gilded Flicker,Gilded Flicker,Piciformes,Picidae (Woodpeckers),NA,NA,2,111,NA
11388,spuh,celeus1,Celeus sp.,Celeus sp.,Celeus sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11396,species,pilwoo,Dryocopus pileatus,Pileated Woodpecker,Pileated Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,1,290,NA
11399.4,spuh,dryoco1,Dryocopus sp.,Dryocopus sp.,Dryocopus sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,290,Using PIWO mass
11440,species,ivbwoo,Campephilus principalis,Ivory-billed Woodpecker,Ivory-billed Woodpecker,Piciformes,Picidae (Woodpeckers),NA,NA,6,NA,NA
11444,spuh,campep1,Campephilus sp.,Campephilus sp.,Campephilus sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11504.5,spuh,picus1,Picus sp.,Picus sp.,Picus sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11517.9,spuh,flameb1,Dinopium sp.,flameback sp.,flameback sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,NA,NA
11579.6,spuh,woodpe1,Picidae sp.,woodpecker sp.,woodpecker sp.,Piciformes,Picidae (Woodpeckers),NA,NA,NA,63,Using RBWO mass
11581.13,species,coffal1,Micrastur semitorquatus,Collared Forest-Falcon,Collared Forest Falcon,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,5,NA,NA
11581.17,spuh,forest1,Micrastur sp.,forest-falcon sp.,forest falcon sp.,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,NA,NA,NA
11581.24,species,crecar1,Caracara cheriway,Crested Caracara,Northern Crested Caracara,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,1,990,NA
11581.56,species,eurkes,Falco tinnunculus,Eurasian Kestrel,Common Kestrel,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,4,204,NA
11581.83,species,amekes,Falco sparverius,American Kestrel,American Kestrel,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,1,117,NA
11582.11,species,reffal1,Falco vespertinus,Red-footed Falcon,Red-footed Falcon,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,5,NA,NA
11582.15,species,merlin,Falco columbarius,Merlin,Merlin,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,1,190,NA
11582.26,species,eurhob,Falco subbuteo,Eurasian Hobby,Eurasian Hobby,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,4,241,NA
11582.41,species,aplfal,Falco femoralis,Aplomado Falcon,Aplomado Falcon,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,3,335,NA
11582.6,species,gyrfal,Falco rusticolus,Gyrfalcon,Gyrfalcon,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,2,1400,NA
11582.61,species,perfal,Falco peregrinus,Peregrine Falcon,Peregrine Falcon,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,1,720,NA
11582.83,species,prafal,Falco mexicanus,Prairie Falcon,Prairie Falcon,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,1,720,NA
11582.86,spuh,larfal,Falco sp. (large falcon sp.),large falcon sp.,large falcon sp.,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,NA,720,Using PEFA mass
11582.87,spuh,smafal,Falco sp. (small falcon sp.),small falcon sp.,small falcon sp.,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,NA,190,Using MERL mass
11582.88,spuh,falcon,Falco sp.,falcon sp.,falcon sp.,Falconiformes,Falconidae (Falcons and Caracaras),NA,NA,NA,720,Using PRFA mass
11582.89,spuh,diurap1,Accipitriformes/Falconiformes sp.,diurnal raptor sp.,diurnal raptor sp.,NA,Falconidae (Falcons and Caracaras),NA,NA,NA,1080,Using RTHA mass
11583.16,spuh,black-1,Calyptorhynchus sp.,black-cockatoo sp.,black cockatoo sp.,Psittaciformes,Cacatuidae (Cockatoos),NA,NA,NA,NA,NA
11583.365,spuh,corell1,Cacatua sp. (corella sp.),corella sp.,corella sp.,Psittaciformes,Cacatuidae (Cockatoos),NA,NA,NA,NA,NA
11583.513,spuh,cacatu1,Cacatua sp.,cacatua sp.,cacatua sp.,Psittaciformes,Cacatuidae (Cockatoos),NA,NA,NA,NA,NA
11585.29,spuh,pygmy-1,Micropsitta sp.,pygmy-parrot sp.,pygmy parrot sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11587.77501,spuh,psitta1,Psittacula sp.,Psittacula sp.,Psittacula sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11587.77509,spuh,tiger-2,Psittacella sp.,tiger-parrot sp.,tiger parrot sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11587.77541,spuh,cyanor1,Cyanoramphus sp.,Cyanoramphus sp.,Cyanoramphus sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11587.77581,species,budger,Melopsittacus undulatus,Budgerigar,Budgerigar,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,3,29,NA
11587.77597,spuh,charmo1,Charmosyna sp.,Charmosyna sp.,Charmosyna sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11587.77645,spuh,y00637,Psitteuteles/Trichoglossus sp.,Psitteuteles/Trichoglossus sp.,Psitteuteles/Trichoglossus sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11588.045,spuh,hangin1,Loriculus sp.,hanging-parrot sp.,hanging parrot sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11588.16,species,peflov,Agapornis roseicollis,Rosy-faced Lovebird,Rosy-faced Lovebird,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,2,54,NA
11588.23,spuh,lovebi1,Agapornis sp.,lovebird sp.,lovebird sp.,Psittaciformes,Psittaculidae (Old World Parrots),NA,NA,NA,NA,NA
11588.635,spuh,poicep1,Poicephalus sp.,Poicephalus sp.,Poicephalus sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11588.74,spuh,touit1,Touit sp.,Touit sp.,Touit sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11588.88,species,monpar,Myiopsitta monachus,Monk Parakeet,Monk/Cliff Parakeet,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,2,100,NA
11588.98,species,whwpar,Brotogeris versicolurus,White-winged Parakeet,White-winged Parakeet,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,2,60,NA
11589.18,spuh,brotog1,Brotogeris sp.,Brotogeris sp.,Brotogeris sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,60,Using WWPA mass
11589.405,spuh,pyrili1,Pyrilia sp.,Pyrilia sp.,Pyrilia sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11589.64,spuh,pionus1,Pionus sp.,Pionus sp.,Pionus sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11589.73,species,recpar,Amazona viridigenalis,Red-crowned Parrot,Red-crowned Amazon,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,2,300,NA
11590.35,spuh,amazon,Amazona sp.,Amazona sp.,Amazona sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,300,Using RCPA mass
11590.6,spuh,forpus1,Forpus sp.,Forpus sp.,Forpus sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11591.34,spuh,pyrrhu1,Pyrrhura sp.,Pyrrhura sp.,Pyrrhura sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11591.48,species,thbpar,Rhynchopsitta pachyrhyncha,Thick-billed Parrot,Thick-billed Parrot,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,6,440,NA
11591.79,species,carpar,Conuropsis carolinensis,Carolina Parakeet,Carolina Parakeet,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,6,NA,NA
11591.81,species,bkhpar,Aratinga nenday,Nanday Parakeet,Nanday Parakeet,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,2,128,NA
11592.11,spuh,larmac1,Ara sp.,large macaw sp.,large macaw sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11592.26,spuh,smamac1,Orthopsittaca/Primolius/Diopsittaca sp.,small macaw sp.,small macaw sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,NA,NA
11592.27,species,grnpar,Psittacara holochlorus,Green Parakeet,Green/Socorro/Red-throated Parakeet,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,2,230,NA
11592.545,spuh,psitta2,Psittacara sp.,Psittacara sp.,Psittacara sp.,Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,230,Using GRPA mass
11592.547,spuh,aratin,Eupsittula/Aratinga/Thectocercus/Psittacara sp.,large parakeet sp. (former Aratinga sp.),large parakeet sp. (former Aratinga sp.),Psittaciformes,Psittacidae (New World and African Parrots),NA,NA,NA,230,Using GRPA mass
11592.55,spuh,parake,Psittaciformes sp. (parakeet sp.),parakeet sp.,parakeet sp.,Psittaciformes,NA,NA,NA,NA,100,Using MOPA mass
11592.56,spuh,parrot,Psittaciformes sp. (parrot sp.),parrot sp.,parrot sp.,Psittaciformes,NA,NA,NA,NA,300,Using RCPA mass
11597,spuh,smitho1,Smithornis sp.,Smithornis sp.,Smithornis sp.,Passeriformes,Calyptomenidae (African and Green Broadbills),NA,NA,NA,NA,NA
11652.2,spuh,asibro1,Eurylaimidae sp.,asian broadbill sp.,asian broadbill sp.,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills),NA,NA,NA,NA,NA
11692,spuh,erythr1,Erythropitta sp.,Erythropitta sp.,Erythropitta sp.,Passeriformes,Pittidae (Pittas),NA,NA,NA,NA,NA
11722,spuh,hydror1,Hydrornis sp.,Hydrornis sp.,Hydrornis sp.,Passeriformes,Pittidae (Pittas),NA,NA,NA,NA,NA
11767.15,spuh,pitta2,Pitta sp.,Pitta sp. (genus Pitta),Pitta sp. (genus Pitta),Passeriformes,Pittidae (Pittas),NA,NA,NA,NA,NA
11767.2,spuh,pitta1,Pittidae sp.,Pitta sp. (genus Erythropitta/Hydrornis/Pitta),Pitta sp. (genus Erythropitta/Hydrornis/Pitta),Passeriformes,Pittidae (Pittas),NA,NA,NA,NA,NA
11777.5,spuh,euchre1,Euchrepomis sp.,Euchrepomis sp.,Euchrepomis sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
12990,spuh,thamno1,Thamnophilus sp.,Thamnophilus sp.,Thamnophilus sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13004.5,spuh,antshr1,Thamnophilidae sp. (antshrike sp.),antshrike sp.,antshrike sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13034.2,spuh,antvir1,Dysithamnus sp.,antvireo sp.,antvireo sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13077.5,spuh,epinec1,Epinecrophylla sp.,Epinecrophylla sp.,Epinecrophylla sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13142,spuh,myrmot1,Myrmotherula sp.,Myrmotherula sp.,Myrmotherula sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13172,spuh,herpsi1,Herpsilochmus sp.,Herpsilochmus sp.,Herpsilochmus sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13208.5,spuh,antwre1,Thamnophilidae (antwren sp.),antwren sp.,antwren sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13224.19,spuh,warant1,Hypocnemis sp. (warbling-antbird sp.),warbling-antbird sp.,warbling-antbird sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13261,spuh,cercom1,Cercomacroides sp.,Cercomacroides sp.,Cercomacroides sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13354.5,spuh,schist1,Schistocichla sp.,Schistocichla sp.,Schistocichla sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13453.5,spuh,antbir1,Thamnophilidae (antbird sp.),antbird sp.,antbird sp.,Passeriformes,Thamnophilidae (Typical Antbirds),NA,NA,NA,NA,NA
13492.8,spuh,gralla1,Grallaria sp.,Grallaria sp.,Grallaria sp.,Passeriformes,Grallariidae (Antpittas),NA,NA,NA,NA,NA
13523.6,spuh,scytal1,Scytalopus sp.,Scytalopus sp.,Scytalopus sp.,Passeriformes,Rhinocryptidae (Tapaculos),NA,NA,NA,NA,NA
13523.7,spuh,tapacu1,Rhinocryptidae sp.,tapaculo sp.,tapaculo sp.,Passeriformes,Rhinocryptidae (Tapaculos),NA,NA,NA,NA,NA
13530,spuh,formic1,Formicarius sp.,Formicarius sp.,Formicarius sp.,Passeriformes,Formicariidae (Antthrushes),NA,NA,NA,NA,NA
13535.2,spuh,chamae1,Chamaeza sp.,Chamaeza sp.,Chamaeza sp.,Passeriformes,Formicariidae (Antthrushes),NA,NA,NA,NA,NA
13535.4,spuh,antthr1,Formicarius/Chamaeza sp.,antthrush sp.,antthrush sp.,Passeriformes,Formicariidae (Antthrushes),NA,NA,NA,NA,NA
13542.4,spuh,leafto1,Sclerurus sp.,leaftosser sp.,leaftosser sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13549.4,spuh,miner1,Geositta sp.,miner sp.,miner sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13563,spuh,dendro2,Dendrocincla sp.,Dendrocincla sp.,Dendrocincla sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13573.1,spuh,dendro4,Dendrocolaptes sp.,Dendrocolaptes sp.,Dendrocolaptes sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13599,spuh,xiphor1,Xiphorhynchus sp.,Xiphorhynchus sp.,Xiphorhynchus sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13607.4,spuh,scythe1,Campylorhamphus sp.,scythebill sp.,scythebill sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13616.8,spuh,lepido1,Lepidocolaptes sp.,Lepidocolaptes sp.,Lepidocolaptes sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13617,spuh,woodcr1,Dendrocolaptinae sp.,woodcreeper sp.,woodcreeper sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13622.55,spuh,xenops1,Xenops sp.,xenops sp.,xenops sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13633.8,spuh,horner1,Furnarius sp.,hornero sp.,hornero sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13639.4,spuh,upucer1,Upucerthia sp.,Upucerthia sp.,Upucerthia sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13642.8,spuh,bawcin1,Cinclodes albidiventris/albiventris/fuscus,bar-winged cinclodes sp.,bar-winged cinclodes sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13646.6,spuh,cinclo1,Cinclodes sp.,Cinclodes sp.,Cinclodes sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13653.1,spuh,philyd1,Philydor sp.,Philydor sp.,Philydor sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13655.35,spuh,anabac1,Anabacerthia sp.,Anabacerthia sp.,Anabacerthia sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13661.45,spuh,syndac1,Syndactyla sp.,Syndactyla sp.,Syndactyla sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13661.5,spuh,foliag1,Anabacerthia/Syndactyla sp.,foliage-gleaner sp.,foliage-gleaner sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13676.4,spuh,automo1,Automolus sp.,Automolus sp.,Automolus sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13687.6,spuh,tit-sp1,Leptasthenura sp.,tit-spinetail sp.,tit-spinetail sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13691.9,spuh,thornb2,Phacellodomus sp.,thornbird sp.,thornbird sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13708.6,spuh,canast1,Asthenes sp.,canastero sp.,canastero sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13712.5,spuh,softta1,Thripophaga sp.,softtail sp.,softtail sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13723,spuh,cranio1,Cranioleuca sp.,Cranioleuca sp.,Cranioleuca sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13751.2,spuh,synall1,Synallaxis sp.,Synallaxis sp.,Synallaxis sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13751.8,spuh,furnar1,Furnariidae sp.,Furnariid sp.,Furnariid sp.,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),NA,NA,NA,NA,NA
13804,species,nobtyr,Camptostoma imberbe,Northern Beardless-Tyrannulet,Northern Beardless Tyrannulet,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,2,7.5,NA
13861.2,spuh,anaire1,Anairetes sp.,Anairetes sp.,Anairetes sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
13892.8,spuh,doradi1,Pseudocolopteryx sp.,doradito sp.,doradito sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
13909,species,greela,Myiopagis viridicata,Greenish Elaenia,Greenish Elaenia,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,5,NA,NA
13921.5,spuh,myiopa1,Myiopagis sp.,elaenia sp. (genus Myiopagis),elaenia sp. (genus Myiopagis),Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
13939,species,whcela1,Elaenia albiceps,White-crested Elaenia,White-crested/Chilean Elaenia,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,5,16,NA
13981,spuh,elaeni1,Elaenia sp.,elaenia sp. (genus Elaenia),elaenia sp. (genus Elaenia),Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,16,Using WCEL mass
13994.2,spuh,serpop1,Serpophaga sp.,Serpophaga sp.,Serpophaga sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14018.2,spuh,mionec1,Mionectes sp.,Mionectes sp.,Mionectes sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14065,spuh,phyllo2,Phylloscartes sp.,Phylloscartes sp.,Phylloscartes sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14093,spuh,phyllo3,Phyllomyias sp.,Phyllomyias sp.,Phyllomyias sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14115,spuh,zimmer1,Zimmerius sp.,Zimmerius sp.,Zimmerius sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14124.2,spuh,scrub-2,Sublegatus sp.,scrub-flycatcher sp.,scrub flycatcher sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14192.2,spuh,lophot1,Lophotriccus sp.,Lophotriccus sp.,Lophotriccus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14250.2,spuh,hemitr1,Hemitriccus sp.,Hemitriccus sp.,Hemitriccus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14284.2,spuh,poecil1,Poecilotriccus sp.,Poecilotriccus sp.,Poecilotriccus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14307.2,spuh,todiro1,Todirostrum sp.,Todirostrum sp.,Todirostrum sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14333,spuh,flatbi1,Rhynchocyclus sp.,flatbill sp.,flatbill sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14376,spuh,tolmom1,Tolmomyias sp.,Tolmomyias sp.,Tolmomyias sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14408.2,spuh,spadeb1,Platyrinchus sp.,spadebill sp.,spadebill sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14465.5,spuh,myiobi1,Myiobius sp.,Myiobius sp.,Myiobius sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14495.2,spuh,myioph1,Myiophobus sp.,Myiophobus sp.,Myiophobus sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,NA,NA
14509,species,tuffly,Mitrephanes phaeocercus,Tufted Flycatcher,Northern Tufted Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,5,9,NA
14516,species,olsfly,Contopus cooperi,Olive-sided Flycatcher,Olive-sided Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,1,32,NA
14517,species,grepew,Contopus pertinax,Greater Pewee,Greater Pewee,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,2,27,NA
14529,species,wewpew,Contopus sordidulus,Western Wood-Pewee,Western Wood Pewee,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,1,13,NA
14534,species,eawpew,Contopus virens,Eastern Wood-Pewee,Eastern Wood Pewee,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,1,14,NA
14547,species,cubpew1,Contopus caribaeus,Cuban Pewee,Cuban Pewee,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,5,14,NA
14564,spuh,pewee1,Contopus sp.,pewee sp.,pewee sp.,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,NA,14,Using EAWP mass
14573,species,yebfly,Empidonax flaviventris,Yellow-bellied Flycatcher,Yellow-bellied Flycatcher,Passeriformes,Tyrannidae (Tyrant Flycatchers),NA,NA,1,11.5,NA
